Article_id,credibility_withoutInline_withMeanTime
2689,58069668760
2690,99379452
2691,57401678869
2691,57401678869
2692,108831362660
2693,127350738106804
2694,1557717369866
2695,22073701846628
2696,5017681105
2697,31920
2698,182569998396
2699,851884796546
2700,3882537765
2701,883215864913
2701,883215864913
2702,424547689
2703,102646363051998
2704,3755754034563287
2705,42926727857235
2707,154142024
2709,614634032125413
2710,26349150025
2711,287708426286817
2712,2381281622550
2713,4330871151
2713,4330871151
2714,470829867235
2715,14619557906836
2716,22237825759
2717,24407978361
2718,10735596240529
2719,786019971
2720,82322054845
2721,26317990038808
2722,21064104581
2723,62821331427038
2724,2288036925314
2725,7657
2726,56228926217
2728,358479525
2729,538006421
2732,38816477517
2733,32667651447662
2734,20326270967296
2735,40332636667777
2736,2369898165053
2738,2585797987558
2739,2416609153
2740,57535404489
2741,16041063098
2742,226956343
2745,33942663113310
2746,10405089922
2747,150490617865
2749,260697876949
2749,260697876949
2751,19556955
2752,128551472426708
2753,2853475243563
2754,49237233645
2756,3824344667500
2758,117629795291
2759,2017826
2760,43932184
2761,18269812893200
2762,9626954835
2762,9626954835
2763,535556520964
2764,115323411980
2766,41996724900
2767,8949492851438
2768,75880163
2769,7345882121
2770,33308387097
2771,441238290949027
2778,244425675037827
2779,350878207078953
2780,1998739112378
2781,3407799407501
2782,6300287251579
2783,6691219366839
2784,13924097063958
2785,17748848780
2786,17442202329616
2787,103640113808448
2787,103640113808448
2788,1144318224417
2790,106288196409209
2792,705376077789122
2795,635976011904794
2799,289590566058
2802,1035960145168
2803,32888383767062
2804,181070964
2807,98058855865768
2809,10715229
2810,28548819937
2812,2734257577719
2813,921903916932
2815,6360165880624
2819,48278802847852
2820,30978408861
2822,97923974835
2822,97923974835
2823,5649833415300
2824,14572755586477
2826,3700968310
2827,8888930453
2828,22785407268
2829,141171379
2830,8890172128
2832,1337706592723654
2833,44341968
2834,726724248092959
2835,551685766274
2836,285033707132
2837,7695540
2838,3076398887548
2839,63029706091763
2840,155344391531
2842,3136873
2843,5801413316
2844,89149254404131
2846,216168006697
2847,409538794894975
2848,987029141
2849,62059101431683
2850,3959650130
2850,3959650130
2851,10641410794438
2853,315797452
2854,14545892330
2856,29413280460
2858,826199666939
2861,819906659960675
2862,32864953509
2864,280166469894683
2865,126435811638
2866,46604702993
2867,722302604440389
2868,35282903407
2869,45450252741
2870,52286530935576
2871,173154051
2872,1251448396
2873,28663
2875,15839706454505
2876,9271
2877,3067961497770
2878,9771977902
2880,110479
2881,106503537192
2883,131381802678
2885,369443229016
2889,1441191853049
2890,543888144422
2893,12456514814224
2894,769732687
2896,6766797
2897,561920471
2899,51090872377
2900,52242980740
2900,52242980740
2902,12444743108
2904,37459478
2905,55177775180772
2906,9377526868865
2907,7525658337
2908,27773997948
2909,15431021033411736
2911,43712863919919
2912,2054450548
2913,401820083368
2914,6340
2915,2250460258
2916,19835705927
2917,409642136144
2919,1954412736903
2920,3367842160
2923,56866941047958
2925,66085990461369
2926,11090
2927,19202652191724
2928,1984354218674
2929,3901799
2934,476576947256296
2935,923024214
2936,270787518050
2938,4218004
2939,4483777160
2940,6859027349247
2941,236218241296
2942,20384760029503
2943,21172066300940
2944,42613584688052464
2945,3450418183
2945,3450418183
2947,47459098982
2948,243194952336
2950,365960951225
2952,2212711289838
2953,545678928489486
2955,197766247185
2956,39963689336
2957,28254223939
2959,979308997090
2959,979308997090
2961,74754974490873
2963,2146708541173644
2964,499838023
2964,499838023
2965,510906306712331
2966,1068460040
2968,62003460
2969,4695
2970,26901841
2971,6793153915
2972,14745341172443
2973,1202070512642014
2974,7681774112840
2975,7718657634925
2978,752983881757864
2980,805997022
2981,72882801848
2983,742953418126121
2984,7026764128
2985,16850688
2986,1155572078687
2987,12863675659790
2988,15682511841846
2988,15682511841846
2989,48356723473742
2990,1884279
2991,1003891
2992,3155430653573
2994,16976594457457
2995,789843664684268
2997,62676288704
2999,94445084204
3000,18990063288
